Individual	species	haplotype	Clade	longitude	latitude	day	month	year	data_source
20182	Niphargus_fontanus	1	C	8.5	47.5	29	4	2021	Local study
20183	Niphargus_fontanus	1	C	8.5	47.5	29	4	2021	Local study
20184	Niphargus_fontanus	1	C	8.5	47.5	29	4	2021	Local study
20185	Niphargus_fontanus	1	C	8.5	47.5	29	4	2021	Local study
20186	Niphargus_fontanus	1	C	8.5	47.5	29	4	2021	Local study
20187	Niphargus_fontanus	1	C	8.5	47.5	29	4	2021	Local study
20188	Niphargus_fontanus	1	C	8.5	47.5	29	4	2021	Local study
20191	Niphargus_auerbachi	1	A	8.6	47.5	29	4	2021	Local study
20193	Niphargus_auerbachi	1	A	8.6	47.5	29	4	2021	Local study
20200	Niphargus_fontanus	2	C	8.6	47.5	29	4	2021	Local study
20202	Niphargus_fontanus	3	C	8.6	47.5	29	4	2021	Local study
20203	Niphargus_fontanus	4	C	8.6	47.5	29	4	2021	Local study
20209	Niphargus_fontanus	5	C	8.6	47.5	29	4	2021	Local study
20210	Niphargus_fontanus	5	C	8.6	47.5	29	4	2021	Local study
20211	Niphargus_fontanus	5	C	8.6	47.5	29	4	2021	Local study
20212	Niphargus_auerbachi	1	A	8.6	47.5	29	4	2021	Local study
20213	Niphargus_fontanus	5	C	8.6	47.5	29	4	2021	Local study
20214	Niphargus_tonywhitteni	1	O	8.5	47.5	28	4	2021	Local study
20215	Niphargus_tonywhitteni	1	O	8.5	47.5	21	4	2021	Local study
20216	Niphargus_tonywhitteni	2	O	8.6	47.5	14	4	2021	Local study
20217	Niphargus_tonywhitteni	3	O	8.6	47.5	14	4	2021	Local study
20218	Niphargus_tonywhitteni	1	O	8.6	47.5	14	4	2021	Local study
20219	Niphargus_tonywhitteni	1	O	8.5	47.5	14	4	2021	Local study
20220	Niphargus_tonywhitteni	1	O	8.5	47.5	14	4	2021	Local study
20221	Niphargus_fontanus	6	C	8.5	47.5	14	4	2021	Local study
20222	Niphargus_tonywhitteni	1	O	8.6	47.5	14	4	2021	Local study
20224	Niphargus_fontanus	6	C	8.9	47.3	6	4	2021	Local study
20225	Niphargus_fontanus	6	C	8.9	47.3	6	4	2021	Local study
20226	Niphargus_fontanus	6	C	8.9	47.3	6	4	2021	Local study
20227	Niphargus_fontanus	6	C	8.9	47.3	6	4	2021	Local study
20230	Niphargus_tonywhitteni	1	O	8.6	47.5	28	4	2021	Local study
20231	Niphargus_tonywhitteni	1	O	8.6	47.5	28	4	2021	Local study
20232	Niphargus_tonywhitteni	1	O	8.6	47.5	28	4	2021	Local study
20234	Niphargus_fontanus	6	C	8.9	47.3	20	4	2021	Local study
20235	Niphargus_fontanus	6	C	8.9	47.3	20	4	2021	Local study
20236	Niphargus_tonywhitteni	4	O	8.9	47.3	20	4	2021	Local study
20238	Niphargus_fontanus	6	C	8.9	47.3	13	4	2021	Local study
20239	Niphargus_tonywhitteni	1	O	8.9	47.3	13	4	2021	Local study
20240	Niphargus_fontanus	6	C	8.9	47.3	13	4	2021	Local study
20241	Niphargus_fontanus	6	C	8.9	47.3	13	4	2021	Local study
20242	Niphargus_tonywhitteni	1	O	8.9	47.3	13	4	2021	Local study
20243	Niphargus_auerbachi	2	A	8.9	47.3	13	4	2021	Local study
20245	Niphargus_fontanus	6	C	8.8	47.3	13	4	2021	Local study
20246	Niphargus_auerbachi	2	A	8.8	47.3	13	4	2021	Local study
20247	Niphargus_auerbachi	2	A	8.8	47.3	13	4	2021	Local study
20248	Niphargus_tonywhitteni	1	O	8.8	47.4	16	4	2021	Local study
20251	Niphargus_auerbachi	2	A	8.8	47.4	16	4	2021	Local study
20252	Niphargus_tonywhitteni	1	O	8.8	47.4	16	4	2021	Local study
20253	Niphargus_fontanus	6	C	8.9	47.3	27	4	2021	Local study
20254	Niphargus_fontanus	6	C	8.9	47.3	27	4	2021	Local study
20257	Niphargus_tonywhitteni	5	O	8.8	47.4	23	4	2021	Local study
20259	Niphargus_tonywhitteni	1	O	8.8	47.4	23	4	2021	Local study
20268	Niphargus_fontanus	6	C	8.8	47.4	27	3	2021	Local study
20269	Niphargus_fontanus	6	C	8.8	47.4	27	3	2021	Local study
20270	Niphargus_tonywhitteni	1	O	8.8	47.4	27	3	2021	Local study
20271	Niphargus_tonywhitteni	1	O	8.8	47.4	10	4	2021	Local study
20272	Niphargus_tonywhitteni	1	O	8.8	47.4	3	4	2021	Local study
20273	Niphargus_auerbachi	3	None	8.8	47.4	9	4	2021	Local study
20274	Niphargus_tonywhitteni	1	O	8.8	47.4	9	4	2021	Local study
20275	Niphargus_tonywhitteni	1	O	8.8	47.4	3	4	2021	Local study
20279	Niphargus_auerbachi	2	A	8.8	47.3	30	3	2021	Local study
20280	Niphargus_auerbachi	2	A	8.8	47.3	30	3	2021	Local study
20281	Niphargus_auerbachi	2	A	8.8	47.3	30	3	2021	Local study
20282	Niphargus_auerbachi	2	A	8.8	47.3	30	3	2021	Local study
20283	Niphargus_auerbachi	2	A	8.8	47.3	30	3	2021	Local study
20284	Niphargus_fontanus	6	C	8.8	47.3	30	3	2021	Local study
20285	Niphargus_tonywhitteni	1	O	8.7	47.4	1	4	2021	Local study
20286	Niphargus_tonywhitteni	1	O	8.7	47.4	1	4	2021	Local study
20287	Niphargus_tonywhitteni	6	O	8.7	47.4	1	4	2021	Local study
20288	Niphargus_auerbachi	2	A	8.7	47.4	1	4	2021	Local study
20292	Niphargus_tonywhitteni	1	O	8.7	47.4	13	4	2021	Local study
20293	Niphargus_tonywhitteni	1	O	8.7	47.4	20	4	2021	Local study
20294	Niphargus_tonywhitteni	1	O	8.7	47.4	27	4	2021	Local study
20295	Niphargus_tonywhitteni	1	O	8.7	47.4	27	4	2021	Local study
20296	Niphargus_tonywhitteni	7	O	8.7	47.4	23	3	2021	Local study
20297	Niphargus_fontanus	6	C	8.9	47.3	12	4	2021	Local study
20298	Niphargus_auerbachi	2	A	8.6	47.4	15	4	2021	Local study
20299	Niphargus_fontanus	6	C	8.8	47.4	22	4	2021	Local study
20300	Niphargus_tonywhitteni	8	O	8.8	47.4	22	4	2021	Local study
20301	Niphargus_tonywhitteni	1	O	8.8	47.4	22	4	2021	Local study
20302	Niphargus_auerbachi	2	A	8.8	47.4	22	4	2021	Local study
20303	Niphargus_auerbachi	2	A	8.8	47.4	22	4	2021	Local study
20304	Niphargus_auerbachi	2	A	8.8	47.4	22	4	2021	Local study
20305	Niphargus_auerbachi	2	A	8.8	47.4	22	4	2021	Local study
20307	Niphargus_auerbachi	2	A	8.8	47.4	22	4	2021	Local study
20308	Niphargus_auerbachi	2	A	8.8	47.4	22	4	2021	Local study
20309	Niphargus_fontanus	6	C	8.8	47.3	19	4	2021	Local study
20311	Niphargus_thienemanni	2	M	8.8	47.3	19	4	2021	Local study
20319	Niphargus_fontanus	6	C	8.8	47.3	19	4	2021	Local study
20323	Niphargus_auerbachi	4	None	8.6	47.5	17	4	2021	Local study
20327	Niphargus_auerbachi	3	None	8.8	47.3	30	3	2021	Local study
20329	Niphargus_auerbachi	3	None	8.8	47.3	30	3	2021	Local study
20334	Niphargus_fontanus	7	C	8.6	47.4	13	4	2021	Local study
20335	Niphargus_tonywhitteni	7	O	8.7	47.4	13	4	2021	Local study
20336	Niphargus_fontanus	7	C	8.6	47.4	6	4	2021	Local study
20337	Niphargus_fontanus	8	C	8.6	47.4	6	4	2021	Local study
20339	Niphargus_tonywhitteni	7	O	8.7	47.4	27	4	2021	Local study
20340	Niphargus_tonywhitteni	7	O	8.7	47.4	27	4	2021	Local study
20341	Niphargus_fontanus	7	C	8.6	47.4	20	4	2021	Local study
20342	Niphargus_fontanus	7	C	8.6	47.4	20	4	2021	Local study
20343	Niphargus_fontanus	7	C	8.6	47.4	20	4	2021	Local study
20344	Niphargus_fontanus	7	C	8.6	47.4	20	4	2021	Local study
20345	Niphargus_tonywhitteni	7	O	8.7	47.4	20	4	2021	Local study
20346	Niphargus_auerbachi	3	None	8.7	47.4	20	4	2021	Local study
20347	Niphargus_auerbachi	4	None	8.5	47.5	31	3	2021	Local study
20348	Niphargus_tonywhitteni	1	O	8.5	47.5	31	3	2021	Local study
20349	Niphargus_tonywhitteni	1	O	8.6	47.5	7	4	2021	Local study
20350	Niphargus_fontanus	9	C	8.5	47.5	7	4	2021	Local study
20351	Niphargus_tonywhitteni	1	O	8.5	47.5	7	4	2021	Local study
20352	Niphargus_auerbachi	2	A	8.6	47.5	31	3	2021	Local study
20353	Niphargus_fontanus	6	C	8.8	47.3	14	4	2021	Local study
20354	Niphargus_fontanus	6	C	8.8	47.3	14	4	2021	Local study
20358	Niphargus_fontanus	7	C	8.6	47.4	13	4	2021	Local study
20359	Niphargus_fontanus	8	C	8.6	47.4	13	4	2021	Local study
20360	Niphargus_fontanus	8	C	8.6	47.4	13	4	2021	Local study
20361	Niphargus_fontanus	6	C	8.7	47.4	28	4	2021	Local study
20362	Niphargus_fontanus	7	C	8.6	47.4	27	4	2021	Local study
20363	Niphargus_fontanus	8	C	8.6	47.4	27	4	2021	Local study
20366	Niphargus_fontanus	8	C	8.6	47.4	3	5	2021	Local study
20367	Niphargus_auerbachi	5	A	8.5	47.4	26	4	2021	Local study
20368	Niphargus_fontanus	6	C	8.5	47.4	3	5	2021	Local study
20369	Niphargus_thienemanni	19	M	8.8	47.4	4	5	2021	Local study
20370	Niphargus_thienemanni	2	M	8.8	47.4	4	5	2021	Local study
20371	Niphargus_auerbachi	2	A	8.8	47.4	4	5	2021	Local study
20373	Niphargus_tonywhitteni	1	O	8.8	47.4	4	5	2021	Local study
20374	Niphargus_tonywhitteni	1	O	8.8	47.4	4	5	2021	Local study
20375	Niphargus_tonywhitteni	4	O	8.8	47.4	4	5	2021	Local study
20376	Niphargus_tonywhitteni	1	O	8.8	47.4	4	5	2021	Local study
20377	Niphargus_auerbachi	6	A	8.8	47.4	4	5	2021	Local study
20378	Niphargus_thienemanni	2	M	8.8	47.4	4	5	2021	Local study
20379	Niphargus_auerbachi	2	A	8.8	47.4	4	5	2021	Local study
20380	Niphargus_auerbachi	7	A	8.8	47.5	5	5	2021	Local study
20381	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20382	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20383	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20384	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20385	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20386	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20387	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20388	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20389	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20390	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20391	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20392	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20393	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20394	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20395	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20396	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20397	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20398	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20399	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20400	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20401	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20402	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20403	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20404	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20405	Niphargus_auerbachi	2	A	8.8	47.5	5	5	2021	Local study
20407	Niphargus_auerbachi	8	A	8.5	47.5	27	5	2021	Local study
20408	Niphargus_fontanus	6	C	8.8	47.4	21	5	2021	Local study
20409	Niphargus_auerbachi	9	A	8.7	47.4	21	5	2021	Local study
20411	Niphargus_auerbachi	2	A	8.5	47.4	2	6	2021	Local study
20412	Niphargus_fontanus	10	C	8.5	47.4	2	6	2021	Local study
20413	Niphargus_auerbachi	2	A	8.5	47.4	2	6	2021	Local study
20414	Niphargus_auerbachi	2	A	8.5	47.4	10	5	2021	Local study
20415	Niphargus_auerbachi	5	A	8.5	47.4	10	5	2021	Local study
20416	Niphargus_auerbachi	5	A	8.5	47.4	10	5	2021	Local study
20418	Niphargus_fontanus	11	C	8.5	47.4	25	5	2021	Local study
20419	Niphargus_fontanus	6	C	8.5	47.4	17	5	2021	Local study
20420	Niphargus_auerbachi	2	A	8.5	47.4	17	5	2021	Local study
20421	Niphargus_tonywhitteni	1	O	8.6	47.4	5	5	2021	Local study
20423	Niphargus_fontanus	6	C	8.8	47.3	5	5	2021	Local study
20424	Niphargus_tonywhitteni	9	O	8.8	47.3	21	4	2021	Local study
20428	Niphargus_auerbachi	2	A	8.6	47.5	11	5	2021	Local study
20429	Niphargus_fontanus	6	C	8.6	47.5	11	5	2021	Local study
20430	Niphargus_auerbachi	4	None	8.6	47.5	11	5	2021	Local study
20431	Niphargus_auerbachi	2	A	8.6	47.5	11	5	2021	Local study
20432	Niphargus_auerbachi	4	None	8.6	47.5	11	5	2021	Local study
20434	Niphargus_fontanus	8	C	8.6	47.4	10	5	2021	Local study
20435	Niphargus_fontanus	7	C	8.6	47.4	10	5	2021	Local study
20436	Niphargus_fontanus	8	C	8.6	47.4	10	5	2021	Local study
20437	Niphargus_fontanus	8	C	8.6	47.4	10	5	2021	Local study
20438	Niphargus_fontanus	8	C	8.6	47.4	10	5	2021	Local study
20439	Niphargus_fontanus	7	C	8.6	47.4	10	5	2021	Local study
20440	Niphargus_fontanus	8	C	8.6	47.4	10	5	2021	Local study
20441	Niphargus_fontanus	7	C	8.6	47.4	10	5	2021	Local study
20442	Niphargus_fontanus	7	C	8.6	47.4	10	5	2021	Local study
20443	Niphargus_fontanus	8	C	8.6	47.4	10	5	2021	Local study
20445	Niphargus_fontanus	8	C	8.6	47.4	10	5	2021	Local study
20446	Niphargus_fontanus	7	C	8.6	47.4	10	5	2021	Local study
20447	Niphargus_auerbachi	2	A	8.6	47.4	11	5	2021	Local study
20448	Niphargus_auerbachi	2	A	8.6	47.4	11	5	2021	Local study
20449	Niphargus_auerbachi	2	A	8.6	47.4	11	5	2021	Local study
20450	Niphargus_fontanus	7	C	8.6	47.4	10	5	2021	Local study
20451	Niphargus_auerbachi	9	A	8.7	47.4	14	5	2021	Local study
20452	Niphargus_tonywhitteni	1	O	8.8	47.4	6	5	2021	Local study
20453	Niphargus_fontanus	3	C	8.6	47.5	17	5	2021	Local study
20467	Niphargus_fontanus	6	C	8.8	47.4	14	5	2021	Local study
20468	Niphargus_fontanus	6	C	8.8	47.4	14	5	2021	Local study
20471	Niphargus_fontanus	7	C	8.6	47.4	17	5	2021	Local study
20473	Niphargus_fontanus	7	C	8.6	47.4	17	5	2021	Local study
20474	Niphargus_fontanus	8	C	8.6	47.4	17	5	2021	Local study
20475	Niphargus_fontanus	7	C	8.6	47.4	17	5	2021	Local study
20476	Niphargus_fontanus	8	C	8.6	47.4	17	5	2021	Local study
20477	Niphargus_fontanus	8	C	8.6	47.4	17	5	2021	Local study
20478	Niphargus_fontanus	7	C	8.6	47.4	17	5	2021	Local study
20479	Niphargus_fontanus	8	C	8.6	47.4	17	5	2021	Local study
20480	Niphargus_fontanus	8	C	8.6	47.4	17	5	2021	Local study
20481	Niphargus_fontanus	7	C	8.6	47.4	17	5	2021	Local study
20482	Niphargus_fontanus	7	C	8.6	47.4	17	5	2021	Local study
20483	Niphargus_auerbachi	3	None	8.7	47.4	10	5	2021	Local study
20484	Niphargus_auerbachi	2	A	8.8	47.4	7	5	2021	Local study
20486	Niphargus_tonywhitteni	5	O	8.8	47.4	7	5	2021	Local study
20487	Niphargus_auerbachi	2	A	8.8	47.4	7	5	2021	Local study
20488	Niphargus_auerbachi	2	A	8.8	47.4	7	5	2021	Local study
20489	Niphargus_auerbachi	10	A	8.8	47.4	7	5	2021	Local study
20490	Niphargus_auerbachi	2	A	8.8	47.4	7	5	2021	Local study
20491	Niphargus_auerbachi	2	A	8.8	47.4	7	5	2021	Local study
20492	Niphargus_auerbachi	2	A	8.8	47.4	7	5	2021	Local study
20493	Niphargus_tonywhitteni	1	O	8.8	47.4	30	4	2021	Local study
20495	Niphargus_tonywhitteni	1	O	8.8	47.4	30	4	2021	Local study
20497	Niphargus_auerbachi	2	A	8.8	47.4	30	4	2021	Local study
20498	Niphargus_auerbachi	2	A	8.8	47.4	30	4	2021	Local study
20499	Niphargus_auerbachi	2	A	8.8	47.4	30	4	2021	Local study
20501	Niphargus_fontanus	8	C	8.6	47.4	17	5	2021	Local study
20502	Niphargus_thienemanni	8	L	8.7	47.4	31	5	2021	Local study
20503	Niphargus_thienemanni	8	L	8.7	47.4	31	5	2021	Local study
20511	Niphargus_auerbachi	2	A	8.8	47.4	7	5	2021	Local study
20514	Niphargus_auerbachi	2	A	8.8	47.4	30	4	2021	Local study
20515	Niphargus_tonywhitteni	1	O	8.8	47.4	30	4	2021	Local study
20516	Niphargus_auerbachi	2	A	8.7	47.4	25	5	2021	Local study
20517	Niphargus_auerbachi	2	A	8.7	47.4	25	5	2021	Local study
20522	Niphargus_tonywhitteni	7	O	8.7	47.4	25	5	2021	Local study
20523	Niphargus_tonywhitteni	7	O	8.7	47.4	25	5	2021	Local study
20524	Niphargus_tonywhitteni	7	O	8.7	47.4	25	5	2021	Local study
20525	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20526	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20527	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20528	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20529	Niphargus_fontanus	8	C	8.6	47.4	25	5	2021	Local study
20530	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20531	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20533	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20534	Niphargus_fontanus	8	C	8.6	47.4	25	5	2021	Local study
20535	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20536	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20537	Niphargus_fontanus	8	C	8.6	47.4	25	5	2021	Local study
20538	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20539	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20540	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20541	Niphargus_fontanus	7	C	8.6	47.4	25	5	2021	Local study
20542	Niphargus_fontanus	8	C	8.6	47.4	17	5	2021	Local study
20543	Niphargus_fontanus	8	C	8.6	47.4	17	5	2021	Local study
20545	Niphargus_tonywhitteni	7	O	8.7	47.4	31	5	2021	Local study
20547	Niphargus_tonywhitteni	7	O	8.7	47.4	31	5	2021	Local study
20550	Niphargus_fontanus	8	C	8.6	47.4	31	5	2021	Local study
20551	Niphargus_fontanus	8	C	8.6	47.4	31	5	2021	Local study
20552	Niphargus_fontanus	7	C	8.6	47.4	31	5	2021	Local study
20553	Niphargus_fontanus	8	C	8.6	47.4	31	5	2021	Local study
20554	Niphargus_fontanus	7	C	8.6	47.4	31	5	2021	Local study
20555	Niphargus_tonywhitteni	4	O	8.9	47.3	11	5	2021	Local study
20557	Niphargus_tonywhitteni	1	O	8.9	47.3	11	5	2021	Local study
20560	Niphargus_tonywhitteni	10	O	8.9	47.3	18	5	2021	Local study
20561	Niphargus_tonywhitteni	1	O	8.9	47.3	18	5	2021	Local study
20562	Niphargus_fontanus	6	C	8.9	47.3	18	5	2021	Local study
20563	Niphargus_tonywhitteni	11	O	8.9	47.3	18	5	2021	Local study
20564	Niphargus_fontanus	6	C	8.9	47.3	18	5	2021	Local study
20565	Niphargus_fontanus	6	C	8.9	47.3	18	5	2021	Local study
20566	Niphargus_fontanus	6	C	8.9	47.3	4	5	2021	Local study
20567	Niphargus_tonywhitteni	1	O	8.9	47.3	4	5	2021	Local study
20568	Niphargus_tonywhitteni	1	O	8.9	47.3	4	5	2021	Local study
20569	Niphargus_tonywhitteni	1	O	8.9	47.3	4	5	2021	Local study
20571	Niphargus_fontanus	6	C	8.8	47.3	6	4	2021	Local study
20572	Niphargus_fontanus	6	C	8.8	47.3	6	4	2021	Local study
20573	Niphargus_fontanus	6	C	8.8	47.3	6	4	2021	Local study
20574	Niphargus_fontanus	6	C	8.8	47.3	6	4	2021	Local study
20576	Niphargus_fontanus	6	C	8.8	47.3	20	4	2021	Local study
20578	Niphargus_fontanus	6	C	8.8	47.3	11	5	2021	Local study
20580	Niphargus_fontanus	6	C	8.8	47.4	24	4	2021	Local study
20581	Niphargus_tonywhitteni	1	O	8.8	47.4	9	5	2021	Local study
20582	Niphargus_fontanus	6	C	8.8	47.4	9	5	2021	Local study
20585	Niphargus_auerbachi	2	A	8.7	47.4	20	5	2021	Local study
20586	Niphargus_fontanus	6	C	8.8	47.4	9	5	2021	Local study
20587	Niphargus_auerbachi	3	None	8.8	47.4	7	5	2021	Local study
20588	Niphargus_tonywhitteni	1	O	8.6	47.5	5	5	2021	Local study
20589	Niphargus_tonywhitteni	1	O	8.8	47.4	14	5	2021	Local study
20590	Niphargus_tonywhitteni	3	O	8.6	47.5	26	5	2021	Local study
20591	Niphargus_fontanus	6	C	8.5	47.5	26	5	2021	Local study
20592	Niphargus_tonywhitteni	1	O	8.6	47.5	18	5	2021	Local study
20593	Niphargus_tonywhitteni	1	O	8.6	47.5	18	5	2021	Local study
20595	Niphargus_tonywhitteni	1	O	8.5	47.4	18	5	2021	Local study
20596	Niphargus_auerbachi	2	A	8.6	47.5	18	5	2021	Local study
20597	Niphargus_fontanus	6	C	8.5	47.5	18	5	2021	Local study
20599	Niphargus_fontanus	6	C	8.8	47.4	12	5	2021	Local study
20600	Niphargus_tonywhitteni	1	O	8.8	47.4	12	5	2021	Local study
20601	Niphargus_tonywhitteni	4	O	8.8	47.4	12	5	2021	Local study
20602	Niphargus_tonywhitteni	4	O	8.8	47.4	12	5	2021	Local study
20603	Niphargus_tonywhitteni	1	O	8.8	47.4	12	5	2021	Local study
20604	Niphargus_tonywhitteni	1	O	8.5	47.5	26	5	2021	Local study
20605	Niphargus_tonywhitteni	1	O	8.5	47.5	26	5	2021	Local study
20606	Niphargus_tonywhitteni	1	O	8.5	47.5	26	5	2021	Local study
20607	Niphargus_auerbachi	2	A	8.8	47.4	19	5	2021	Local study
20608	Niphargus_auerbachi	11	A	8.8	47.4	19	5	2021	Local study
20609	Niphargus_fontanus	6	C	8.8	47.4	19	5	2021	Local study
20610	Niphargus_tonywhitteni	12	O	8.8	47.4	19	5	2021	Local study
20611	Niphargus_tonywhitteni	1	O	8.8	47.4	19	5	2021	Local study
20612	Niphargus_tonywhitteni	1	O	8.8	47.4	19	5	2021	Local study
20614	Niphargus_tonywhitteni	1	O	8.8	47.3	1	6	2021	Local study
20616	Niphargus_auerbachi	2	A	8.7	47.4	2	6	2021	Local study
20617	Niphargus_tonywhitteni	1	O	8.7	47.4	2	6	2021	Local study
20618	Niphargus_tonywhitteni	1	O	8.7	47.4	2	6	2021	Local study
20619	Niphargus_tonywhitteni	1	O	8.7	47.4	2	6	2021	Local study
20620	Niphargus_tonywhitteni	1	O	8.7	47.4	2	6	2021	Local study
20621	Niphargus_tonywhitteni	1	O	8.8	47.4	19	5	2021	Local study
20625	Niphargus_tonywhitteni	1	O	8.8	47.3	28	4	2021	Local study
20627	Niphargus_tonywhitteni	1	O	8.7	47.4	15	4	2021	Local study
20628	Niphargus_tonywhitteni	1	O	8.7	47.4	15	4	2021	Local study
