Individual	longitude	latitude	species	Haplotype_available
12242	8.89	47.39	NA	No
12243	8.89	47.39	NA	No
12244	8.66	47.54	Niphargus_sp.	No
12245	8.67	47.52	NA	No
12246	8.67	47.52	NA	No
12247	8.67	47.52	NA	No
12248	8.66	47.54	NA	No
12249	8.66	47.54	NA	No
13999	9.56	46.63	NA	No
14000	9.77	46.58	NA	No
14001	7.72	47.22	NA	No
14002	8.94	47.64	NA	No
14003	8.86	47.61	NA	No
14004	7.50	46.87	NA	No
14005	7.56	46.63	NA	No
14006	10.2	46.63	NA	No
14007	10.4	46.81	NA	No
14008	8.95	45.86	NA	No
14009	9.00	45.93	NA	No
14010	9.00	45.89	NA	No
14011	8.98	45.97	NA	No
14012	9.17	46.27	NA	No
14013	8.93	46.52	NA	No
14014	9.12	46.31	NA	No
14015	8.81	46.54	NA	No
14016	8.89	46.55	NA	No
14017	9.05	46.36	NA	No
14018	7.33	46.83	NA	No
14019	8.75	46.83	NA	No
14020	7.59	46.59	NA	No
14021	7.59	46.59	NA	No
14022	7.59	46.59	NA	No
14023	7.31	46.80	NA	No
14024	7.32	46.81	NA	No
14025	7.57	46.43	NA	No
14026	7.57	46.43	NA	No
14027	9.27	46.62	NA	No
14028	9.41	46.64	NA	No
14029	9.62	46.60	NA	No
14030	9.37	46.61	NA	No
14031	9.66	46.52	NA	No
14032	9.47	46.56	NA	No
14033	9.36	46.63	NA	No
14034	9.37	46.64	NA	No
14035	9.24	46.62	NA	No
14036	7.03	47.16	NA	No
14037	7.30	46.58	NA	No
14038	7.19	46.56	NA	No
14039	7.09	46.53	NA	No
14040	7.22	47.28	NA	No
14041	7.13	46.38	NA	No
14042	6.61	46.90	NA	No
14043	6.57	46.89	NA	No
14044	7.23	46.27	NA	No
14045	7.12	45.97	NA	No
14046	7.44	46.31	NA	No
14047	6.82	46.20	NA	No
14048	6.81	46.20	NA	No
14049	6.82	46.21	NA	No
14050	7.21	46.35	NA	No
14051	6.24	46.47	NA	No
14052	7.16	46.33	NA	No
14053	7.19	46.36	NA	No
14054	6.87	46.73	NA	No
14055	7.17	46.28	NA	No
14056	7.59	46.31	NA	No
14057	7.68	46.31	NA	No
14058	7.64	46.31	NA	No
14059	7.47	46.54	NA	No
14060	7.47	46.54	NA	No
14061	7.46	46.18	NA	No
14062	9.56	46.63	NA	No
14063	9.77	46.58	NA	No
14064	7.72	47.22	NA	No
14065	8.94	47.64	NA	No
14066	8.86	47.61	NA	No
14067	7.50	46.87	NA	No
14068	7.56	46.63	NA	No
14069	10.2	46.63	NA	No
14070	10.4	46.81	NA	No
14071	8.95	45.86	NA	No
14072	9.00	45.93	NA	No
14073	9.00	45.89	NA	No
14074	8.98	45.97	NA	No
14075	9.17	46.27	NA	No
14076	8.93	46.52	NA	No
14077	9.12	46.31	NA	No
14078	8.81	46.54	NA	No
14079	8.89	46.55	NA	No
14080	9.05	46.36	NA	No
14081	7.33	46.83	NA	No
14082	8.75	46.83	NA	No
14083	7.59	46.59	NA	No
14084	7.59	46.59	NA	No
14085	7.59	46.59	NA	No
14086	7.31	46.80	NA	No
14087	7.32	46.81	NA	No
14088	7.57	46.43	NA	No
14089	7.57	46.43	NA	No
14090	9.27	46.62	NA	No
14091	9.41	46.64	NA	No
14092	9.62	46.60	NA	No
14093	9.37	46.61	NA	No
14094	9.66	46.52	NA	No
14095	9.47	46.56	NA	No
14096	9.36	46.63	NA	No
14097	9.37	46.64	NA	No
14098	9.24	46.62	NA	No
14099	7.03	47.16	NA	No
14100	7.30	46.58	NA	No
14101	7.19	46.56	NA	No
14102	7.09	46.53	NA	No
14103	7.22	47.28	NA	No
14104	7.13	46.38	NA	No
14105	6.61	46.90	NA	No
14106	6.57	46.89	NA	No
14107	7.23	46.27	NA	No
14108	7.12	45.97	NA	No
14109	7.44	46.31	NA	No
14110	6.82	46.20	NA	No
14111	6.81	46.20	NA	No
14112	6.82	46.21	NA	No
14113	7.21	46.35	NA	No
14114	6.24	46.47	NA	No
14115	7.16	46.33	NA	No
14116	7.19	46.36	NA	No
14117	6.87	46.73	NA	No
14118	7.17	46.28	NA	No
14119	7.59	46.31	NA	No
14120	7.68	46.31	NA	No
14121	7.64	46.31	NA	No
14122	7.47	46.54	NA	No
14123	7.47	46.54	NA	No
14124	7.46	46.18	NA	No
14125	9.33	47.29	NA	No
14126	7.90	46.79	NA	No
14127	7.57	46.59	NA	No
14128	7.19	46.38	NA	No
14129	7.57	46.59	NA	No
14130	9.11	47.01	NA	No
14131	8.37	47.10	NA	No
14132	8.16	46.97	NA	No
14133	6.57	46.90	NA	No
14134	6.73	46.95	NA	No
14135	8.06	46.80	NA	No
14136	7.64	47.21	NA	No
14137	9.02	46.26	NA	No
14138	8.93	46.46	NA	No
14139	8.93	46.46	NA	No
14140	8.83	46.53	NA	No
14141	8.83	46.53	NA	No
14142	8.84	46.53	NA	No
14143	8.59	46.45	NA	No
14144	8.62	46.51	NA	No
14145	8.62	46.50	NA	No
14146	8.83	46.90	NA	No
14147	8.89	46.88	NA	No
14148	8.89	46.88	NA	No
14149	8.88	46.87	NA	No
14150	8.74	46.92	NA	No
14151	8.75	46.93	NA	No
14152	8.75	46.90	NA	No
14153	7.17	46.38	NA	No
14154	7.17	46.38	NA	No
14155	6.48	46.67	NA	No
14156	6.48	46.67	NA	No
14157	6.99	46.38	NA	No
14158	7.06	46.22	NA	No
14159	7.06	46.22	NA	No
14160	7.06	46.40	NA	No
14161	7.08	46.41	NA	No
14162	7.06	46.22	NA	No
14163	7.06	46.21	NA	No
14164	7.05	46.40	NA	No
14165	7.41	46.35	NA	No
14166	8.14	46.45	NA	No
14167	8.15	46.44	NA	No
14168	8.17	46.46	NA	No
14169	8.18	46.46	NA	No
14170	8.24	46.48	NA	No
14171	8.14	46.41	NA	No
14172	8.37	46.56	NA	No
14173	8.04	46.35	NA	No
14174	8.06	46.37	NA	No
14175	8.24	46.48	NA	No
14176	8.03	46.36	NA	No
14177	8.17	46.49	NA	No
14178	7.28	46.33	NA	No
14179	7.28	46.33	NA	No
14180	8.26	46.51	NA	No
14181	7.64	46.19	NA	No
14182	7.64	46.19	NA	No
14183	7.65	46.17	NA	No
14184	7.41	46.35	NA	No
14185	7.64	46.18	NA	No
14186	8.99	46.97	NA	No
14187	9.12	46.95	NA	No
14188	8.45	46.47	NA	No
14189	8.46	46.47	NA	No
14190	7.95	47.19	NA	No
14191	8.87	46.87	NA	No
14192	8.87	46.87	NA	No
14193	7.22	46.70	Gammarus_fossarum_Komplex	No
14194	7.01	46.79	Gammarus_pulex	No
14195	6.99	46.78	Gammarus_pulex	No
14196	7.03	46.73	Gammarus_pulex	No
14197	7.03	46.74	Gammarus_fossarum_Komplex	No
14198	7.27	46.60	Gammarus_fossarum_Komplex	No
14199	7.07	46.52	Gammarus_fossarum_Komplex	No
14200	7.25	46.60	Gammarus_sp.	No
14201	7.00	46.45	Gammarus_fossarum_Komplex	No
14202	7.07	46.49	Gammarus_fossarum_Komplex	No
14203	7.17	46.69	Gammarus_fossarum_Komplex	No
14204	7.17	46.69	Gammarus_fossarum_Komplex	No
14205	7.17	46.68	Gammarus_fossarum_Komplex	No
14206	7.17	46.69	Gammarus_fossarum_Komplex	No
14207	7.17	46.60	Gammarus_fossarum_Komplex	No
14208	7.17	46.69	Gammarus_fossarum_Komplex	No
14209	7.19	46.56	Gammarus_sp.	No
14210	7.28	46.60	Gammarus_fossarum_Komplex	No
14211	7.29	46.60	Gammarus_fossarum_Komplex	No
14212	7.30	46.59	Gammarus_fossarum_Komplex	No
14213	7.30	46.59	Gammarus_fossarum_Komplex	No
14214	7.30	46.59	Gammarus_fossarum_Komplex	No
14215	7.18	46.71	Gammarus_sp.	No
14216	7.23	46.56	Niphargus_sp.	No
14217	6.78	46.80	Gammarus_fossarum_Komplex	No
14218	6.78	46.80	Gammarus_fossarum_Komplex	No
14219	6.80	46.79	Gammarus_pulex	No
14220	6.83	46.75	Gammarus_sp.	No
14221	6.84	46.74	Gammarus_fossarum_Komplex	No
14222	6.80	46.79	Gammarus_fossarum_Komplex	No
14223	6.80	46.79	Gammarus_pulex	No
14224	6.84	46.75	Gammarus_fossarum_Komplex	No
14225	6.85	46.72	Gammarus_fossarum_Komplex	No
14226	6.81	46.63	Gammarus_pulex	No
14227	6.84	46.65	Gammarus_fossarum_Komplex	No
14228	6.85	46.65	Gammarus_pulex	No
14229	6.85	46.65	Gammarus_pulex	No
14230	6.86	46.63	Gammarus_fossarum_Komplex	No
14231	6.86	46.67	Gammarus_pulex	No
14232	6.88	46.64	Gammarus_pulex	No
14233	7.00	46.66	Gammarus_sp.	No
14234	6.88	46.62	Gammarus_pulex	No
14235	6.98	46.56	Gammarus_fossarum_Komplex	No
14236	6.99	46.54	Niphargus_sp.	No
14237	6.98	46.56	Gammarus_fossarum_Komplex	No
14238	7.10	46.72	Gammarus_fossarum_Komplex	No
14239	7.26	46.84	Gammarus_fossarum_Komplex	No
14240	7.29	46.87	Gammarus_fossarum_Komplex	No
14241	7.34	46.87	Gammarus_fossarum_Komplex	No
14242	7.30	46.84	Gammarus_fossarum_Komplex	No
14243	7.34	46.87	Gammarus_fossarum_Komplex	No
14244	7.09	46.78	Gammarus_pulex	No
14245	7.11	46.78	Gammarus_fossarum_Komplex	No
14246	7.31	46.81	Gammarus_fossarum_Komplex	No
14247	7.03	46.72	Gammarus_fossarum_Komplex	No
14248	7.04	46.72	Gammarus_fossarum_Komplex	No
14249	7.03	46.72	Gammarus_fossarum_Komplex	No
14250	7.26	46.88	Gammarus_fossarum_Komplex	No
14251	7.28	46.88	Gammarus_fossarum_Komplex	No
14252	7.09	46.75	Gammarus_fossarum_Komplex	No
14253	7.04	46.73	Gammarus_sp.	No
14254	7.28	46.88	Gammarus_fossarum_Komplex	No
14255	7.13	46.78	Gammarus_pulex	No
14263	6.72	46.95	NA	No
15000	9.58	47.03	Niphargus_sp.	No
15001	9.59	47.04	Niphargus_sp.	No
15006	9.22	47.05	Niphargus_sp.	No
15008	8.75	46.83	NA	No
15009	9.15	47.43	Niphargus_auerbachi	No
15010	9.25	47.16	Niphargus_sp.	No
15041	8.55	47.18	Gammarus_fossarum_Komplex	No
15080	8.86	47.38	NA	No
15081	8.86	47.38	NA	No
15082	8.83	47.44	Niphargus_sp.	No
15083	8.83	47.44	NA	No
15084	8.83	47.44	Niphargus_sp.	No
15085	8.86	47.38	NA	No
15086	8.85	47.38	NA	No
15087	8.84	47.42	NA	No
15088	8.84	47.42	NA	No
15089	8.84	47.42	NA	No
15091	8.86	47.38	Niphargus_sp.	No
15092	8.86	47.38	Niphargus_sp.	No
15093	8.83	47.44	Niphargus_sp.	No
15094	8.86	47.38	NA	No
15095	8.83	47.44	Niphargus_sp.	No
15096	8.70	47.49	NA	No
15097	8.70	47.49	NA	No
15099	8.86	47.38	NA	No
15113	8.83	47.44	NA	No
15114	8.70	47.49	NA	No
15115	8.70	47.49	NA	No
15117	9.13	46.93	NA	No
15118	9.13	46.93	Niphargus_sp.	No
15119	9.13	46.93	Niphargus_sp.	No
15120	9.13	46.93	Niphargus_sp.	No
15121	9.13	46.93	NA	No
15122	9.13	46.93	NA	No
15123	9.13	46.93	NA	No
15125	5.72	46.83	Gammarus_fossarum_Komplex	No
15126	6.61	46.90	Niphargus_sp.	No
15127	6.57	46.89	Niphargus_sp.	No
15128	6.78	46.10	Niphargus_sp.	No
15129	6.47	46.93	Niphargus_sp.	No
15130	6.47	46.93	Niphargus_sp.	No
15137	8.75	46.83	Niphargus_sp.	No
15331	6.94	46.12	Niphargus_sp.	No
15334	8.21	46.78	Niphargus_sp.	No
15335	8.21	46.78	Niphargus_sp.	No
15336	8.20	46.78	Niphargus_sp.	No
15337	8.84	46.97	Proasellus_sp.	No
15338	9.44	47.07	NA	No
15339	9.44	47.07	Niphargus_sp.	No
15340	9.44	47.07	Niphargus_sp.	No
15341	7.84	46.75	Niphargus_sp.	No
15342	6.47	46.93	Niphargus_sp.	No
15345	7.84	46.75	Niphargus_sp.	No
15346	7.84	46.75	Proasellus_sp.	No
15347	7.84	46.75	Niphargus_sp.	No
15351	7.84	46.75	Niphargus_sp.	No
15376	5.89	46.12	Niphargus_sp.	No
15377	5.89	46.12	Niphargus_sp.	No
15378	5.89	46.12	Proasellus_sp.	No
15379	4.18	44.32	Niphargus_sp.	No
15380	9.27	47.28	NA	No
15382	7.77	46.68	Niphargus_sp.	No
15383	7.81	47.58	Niphargus_sp.	No
15384	8.80	46.97	Niphargus_sp.	No
15385	7.90	47.43	Niphargus_sp.	No
15386	7.90	47.43	Gammarus_sp.	No
15387	6.73	46.85	Gammarus_sp.	No
15388	6.73	46.85	Gammarus_sp.	No
15393	7.54	46.78	Gammarus_fossarum_Komplex	No
15398	9.13	47.02	Niphargus_sp.	No
15411	7.47	47.42	Niphargus_sp.	No
15412	7.61	47.43	Niphargus_sp.	No
15413	7.00	46.22	Niphargus_sp.	No
15414	7.55	47.43	Niphargus_sp.	No
15415	7.90	47.43	Niphargus_sp.	No
15416	6.61	46.90	Niphargus_sp.	No
15417	6.61	46.90	Niphargus_sp.	No
15418	8.84	46.85	Niphargus_sp.	No
15420	4.82	45.76	Niphargus_sp.	No
15421	4.85	45.78	Niphargus_sp.	No
15422	5.63	46.69	Niphargus_sp.	No
15423	5.63	46.69	Niphargus_sp.	No
15424	5.63	46.69	Niphargus_sp.	No
15425	5.73	45.55	Niphargus_sp.	No
15426	5.73	45.55	Niphargus_sp.	No
15427	5.76	45.35	Niphargus_sp.	No
15428	4.82	45.76	Niphargus_sp.	No
15429	9.44	42.80	Niphargus_corsicanus	No
15430	9.44	42.80	Niphargus_corsicanus	No
15431	4.82	45.76	Niphargus_sp.	No
15432	14.4	45.91	Niphargus_stygius	No
15433	14.4	45.91	Niphargus_stygius	No
15434	5.82	45.40	Niphargus_sp.	No
15435	4.89	47.45	Niphargus_sp.	No
15436	4.89	47.45	Niphargus_virei	No
15437	4.89	47.45	Niphargus_virei	No
15438	4.89	47.45	Niphargus_sp.	No
15439	5.46	46.48	Niphargus_sp.	No
15440	5.93	45.44	Niphargus_sp.	No
15441	5.93	45.44	Niphargus_sp.	No
15442	5.72	45.66	Niphargus_sp.	No
15443	5.90	46.49	Niphargus_sp.	No
15444	5.66	45.25	Niphargus_sp.	No
15445	4.57	46.04	Niphargus_sp.	No
15446	4.62	45.95	Niphargus_sp.	No
15447	4.62	45.95	Niphargus_sp.	No
15448	4.62	45.95	Niphargus_sp.	No
15449	6.77	46.10	Niphargus_sp.	No
15450	2.00	44.50	Niphargus_sp.	No
15451	2.00	44.50	Niphargus_sp.	No
15452	2.00	44.50	Niphargus_sp.	No
15453	5.49	44.02	Niphargus_sp.	No
15454	6.02	43.30	Niphargus_sp.	No
15455	9.45	47.06	Niphargus_sp.	No
15456	9.45	47.06	Niphargus_sp.	No
15457	9.45	47.05	Niphargus_sp.	No
15458	9.45	47.05	Niphargus_sp.	No
15459	9.84	47.00	Niphargus_sp.	No
15460	9.86	47.01	Niphargus_sp.	No
15464	8.82	47.02	NA	No
15465	6.34	46.69	Niphargus_sp.	No
15480	7.46	47.40	Niphargus_sp.	No
15481	7.55	47.43	Niphargus_sp.	No
15482	7.90	47.43	Gammarus_fossarum_Komplex	No
15484	7.90	47.43	Gammarus_fossarum_Komplex	No
15487	7.61	47.55	NA	No
15488	7.61	47.55	Niphargus_sp.	No
15489	7.61	47.55	Proasellus_sp.	No
15490	7.61	47.55	Niphargus_sp.	No
15492	7.61	47.55	Niphargus_sp.	No
15493	7.61	47.55	Niphargus_sp.	No
15494	7.61	47.55	NA	No
15496	6.84	47.11	Niphargus_sp.	No
15553	8.96	46.94	Niphargus_sp.	No
15700	7.61	47.55	Crangonyx_pseudogracilis	No
15701	7.61	47.55	Crangonyx_cf._subterraneus	No
15702	7.61	47.55	Crangonyx_pseudogracilis	No
15703	7.61	47.55	Asellidae	No
15708	7.61	47.55	Crangonyx_cf._subterraneus	No
15709	7.61	47.55	Crangonyx_cf._subterraneus	No
15712	7.82	46.71	Niphargus_sp.	No
15713	9.09	47.24	Niphargus_sp.	No
15717	6.34	46.69	Niphargus_sp.	No
16000	9.11	47.57	NA	No
16001	9.10	47.53	NA	No
16002	9.08	47.51	Niphargus_sp.	No
16003	9.08	47.51	NA	No
16004	9.08	47.51	Niphargus_sp.	No
16005	9.08	47.51	NA	No
16006	9.08	47.51	Niphargus_sp.	No
16007	9.08	47.51	Niphargus_sp.	No
16008	9.08	47.51	NA	No
16009	9.08	47.51	NA	No
16010	9.08	47.51	Gammarus_sp.	No
16011	9.08	47.51	Niphargus_sp.	No
16012	9.08	47.51	NA	No
16013	9.08	47.51	Niphargus_sp.	No
16014	9.06	47.59	NA	No
16015	9.06	47.59	NA	No
16016	9.06	47.59	NA	No
16017	9.06	47.59	NA	No
16018	9.06	47.59	NA	No
16019	9.06	47.59	NA	No
16020	9.06	47.59	Niphargus_sp.	No
16021	9.06	47.59	NA	No
16022	9.06	47.59	NA	No
16023	9.01	47.64	NA	No
16024	8.95	47.64	NA	No
16025	9.01	47.64	NA	No
16026	8.95	47.64	NA	No
16027	8.95	47.64	NA	No
16028	9.01	47.64	Niphargus_sp.	No
16029	9.01	47.64	Niphargus_sp.	No
16030	8.95	47.64	NA	No
16031	8.95	47.64	NA	No
16032	9.01	47.64	NA	No
16033	9.01	47.64	Niphargus_sp.	No
16034	8.68	47.66	NA	No
16035	8.68	47.66	NA	No
16036	8.68	47.66	NA	No
16037	8.68	47.66	NA	No
16038	8.68	47.66	NA	No
16039	8.96	47.47	NA	No
16040	8.96	47.47	NA	No
16041	8.96	47.47	NA	No
16042	8.96	47.47	NA	No
16043	8.96	47.47	NA	No
16044	8.96	47.47	NA	No
16045	8.50	46.95	Niphargus_sp.	No
16046	8.51	46.94	NA	No
16047	8.50	46.95	Niphargus_sp.	No
16048	8.51	46.94	NA	No
16049	8.51	46.94	Gammarus_sp.	No
16050	8.50	46.95	Niphargus_sp.	No
16051	8.50	46.95	NA	No
16052	8.51	46.94	NA	No
16053	8.37	46.94	NA	No
16054	8.38	46.94	Niphargus_sp.	No
16055	8.40	46.93	NA	No
16056	8.40	46.93	NA	No
16057	8.38	46.94	Niphargus_sp.	No
16058	8.37	46.94	NA	No
16059	8.36	46.94	NA	No
16060	8.40	46.90	NA	No
16061	8.40	46.90	NA	No
16062	8.40	46.90	NA	No
16063	8.40	46.90	NA	No
16064	8.21	46.94	NA	No
16065	8.21	46.94	NA	No
16066	8.21	46.94	NA	No
16067	8.21	46.94	NA	No
16068	8.30	46.90	NA	No
16069	8.29	46.81	NA	No
16070	8.19	46.89	Niphargus_sp.	No
16071	8.22	46.90	Gammarus_sp.	No
16072	8.23	46.92	Niphargus_sp.	No
16073	8.19	46.89	Niphargus_sp.	No
16074	8.22	46.90	Niphargus_sp.	No
16075	8.23	46.92	NA	No
16076	8.19	46.89	NA	No
16077	8.22	46.90	Gammarus_sp.	No
16078	8.23	46.92	Niphargus_sp.	No
16079	8.17	46.78	NA	No
16080	8.17	46.78	NA	No
16081	8.17	46.78	NA	No
16082	8.17	46.80	NA	No
16083	8.17	46.80	Niphargus_sp.	No
16084	8.17	46.77	NA	No
16085	8.17	46.78	NA	No
16086	8.17	46.78	Niphargus_sp.	No
16087	8.17	46.78	NA	No
16088	8.17	46.78	Niphargus_sp.	No
16089	8.13	46.77	NA	No
16090	8.13	46.77	NA	No
16091	8.13	46.77	NA	No
16092	8.13	46.77	NA	No
16093	8.15	46.77	NA	No
16094	8.15	46.77	NA	No
16095	8.13	46.77	NA	No
16096	8.13	46.77	NA	No
16097	8.15	46.77	NA	No
16098	8.13	46.86	NA	No
16099	8.14	46.86	NA	No
16100	8.15	46.86	NA	No
16101	8.14	46.86	NA	No
16102	8.13	46.86	NA	No
16103	8.15	46.86	NA	No
16104	8.14	46.86	NA	No
16105	8.13	46.86	NA	No
16106	8.15	46.86	NA	No
16107	8.14	46.86	NA	No
16108	8.13	46.86	NA	No
16109	8.15	46.86	NA	No
16110	9.59	47.40	NA	No
16111	9.59	47.40	Gammarus_sp.	No
16112	9.59	47.40	Gammarus_sp.	No
16113	9.59	47.40	NA	No
16114	9.59	47.40	Niphargus_sp.	No
16115	9.59	47.40	NA	No
16116	9.60	47.41	Niphargus_sp.	No
16117	9.59	47.40	Gammarus_sp.	No
16118	9.59	47.40	NA	No
16119	9.59	47.40	NA	No
16120	9.16	47.40	NA	No
16121	9.16	47.40	NA	No
16122	9.16	47.40	Niphargus_sp.	No
16123	9.16	47.40	Niphargus_sp.	No
16124	9.16	47.40	NA	No
16125	9.16	47.40	NA	No
16126	9.44	47.17	NA	No
16127	9.44	47.17	NA	No
16128	9.44	47.17	NA	No
16129	9.41	47.17	NA	No
16130	9.44	47.17	Niphargus_sp.	No
16131	9.44	47.17	Niphargus_sp.	No
16132	9.41	47.17	Gammarus_sp.	No
16133	9.09	47.42	NA	No
16134	9.09	47.42	NA	No
16135	9.09	47.42	NA	No
16136	9.09	47.42	NA	No
16137	9.09	47.42	NA	No
16138	9.09	47.42	NA	No
16139	9.07	47.39	NA	No
16140	9.03	47.41	NA	No
16141	9.07	47.39	NA	No
16142	9.03	47.41	NA	No
16143	9.07	47.39	NA	No
16144	9.03	47.41	NA	No
16145	9.05	47.32	NA	No
16146	9.05	47.32	NA	No
16147	9.05	47.32	NA	No
16148	9.03	47.27	NA	No
16149	9.03	47.27	NA	No
16150	9.03	47.27	NA	No
16151	9.05	47.29	NA	No
16152	9.05	47.29	NA	No
16153	9.05	47.29	NA	No
16154	9.10	47.32	NA	No
16155	9.10	47.32	Niphargus_sp.	No
16156	9.10	47.32	NA	No
16157	9.01	47.32	NA	No
16158	9.01	47.32	Niphargus_sp.	No
16159	9.01	47.32	NA	No
16160	9.42	46.89	NA	No
16161	9.41	46.88	NA	No
16162	9.22	47.31	NA	No
16163	9.22	47.31	Niphargus_sp.	No
16164	9.21	47.31	NA	No
16165	9.22	47.31	NA	No
16166	9.22	47.31	NA	No
16167	9.22	47.31	Niphargus_sp.	No
16168	9.22	47.31	NA	No
16169	9.21	47.31	NA	No
16170	9.22	47.31	Niphargus_sp.	No
16171	9.21	47.31	NA	No
16172	9.22	47.31	NA	No
16173	9.21	47.31	NA	No
16174	9.22	47.31	NA	No
16175	9.21	47.31	NA	No
16176	9.22	47.31	NA	No
16177	9.19	47.24	Niphargus_sp.	No
16178	9.19	47.24	NA	No
16179	9.19	47.24	NA	No
16180	9.19	47.24	Niphargus_sp.	No
16181	9.19	47.24	NA	No
16182	9.19	47.24	Niphargus_sp.	No
16183	9.19	47.24	NA	No
16184	9.19	47.24	Niphargus_sp.	No
16185	9.19	47.24	Niphargus_sp.	No
16186	9.19	47.24	Niphargus_sp.	No
16187	9.19	47.47	NA	No
16188	9.19	47.47	NA	No
16189	9.19	47.47	NA	No
16190	9.19	47.47	NA	No
16191	9.52	47.31	NA	No
16192	9.50	47.32	NA	No
16193	9.52	47.31	Niphargus_sp.	No
16194	9.53	47.30	NA	No
16195	9.50	47.32	NA	No
16196	9.52	47.31	Niphargus_sp.	No
16197	9.53	47.30	Niphargus_sp.	No
16198	9.50	47.32	NA	No
16199	9.52	47.31	Niphargus_sp.	No
16200	9.53	47.30	Niphargus_sp.	No
16201	9.42	46.90	NA	No
16202	9.42	46.90	NA	No
16203	9.42	46.90	NA	No
16204	9.42	46.90	NA	No
16205	9.42	46.90	Niphargus_sp.	No
16206	9.42	46.90	NA	No
16207	9.42	46.90	Niphargus_sp.	No
16208	9.05	47.15	NA	No
16209	9.06	47.16	NA	No
16210	9.07	47.19	NA	No
16211	9.07	47.19	NA	No
16212	9.06	47.16	Niphargus_sp.	No
16213	9.05	47.15	NA	No
16214	9.07	47.19	NA	No
16215	9.07	47.19	NA	No
16216	9.07	47.19	NA	No
16217	9.07	47.19	NA	No
16218	9.06	47.16	Niphargus_sp.	No
16219	9.05	47.15	NA	No
16220	9.06	47.16	NA	No
16221	9.05	47.15	NA	No
16222	9.07	47.19	NA	No
16223	9.07	47.19	Niphargus_sp.	No
16224	9.06	47.49	NA	No
16225	9.06	47.49	Niphargus_sp.	No
16226	9.06	47.49	NA	No
16227	9.06	47.49	NA	No
16228	9.06	47.49	NA	No
16229	9.06	47.49	NA	No
16230	9.06	47.49	NA	No
16231	9.06	47.49	NA	No
16232	9.06	47.49	NA	No
16233	9.06	47.49	NA	No
16234	8.98	47.29	Niphargus_sp.	No
16235	8.98	47.29	NA	No
16236	8.98	47.29	Niphargus_sp.	No
16237	8.98	47.29	NA	No
16238	8.98	47.29	Niphargus_sp.	No
16239	9.31	47.44	Niphargus_sp.	No
16240	9.31	47.44	Niphargus_sp.	No
16241	9.31	47.44	NA	No
16242	9.31	47.44	NA	No
16243	8.73	47.09	Niphargus_sp.	No
16244	8.71	47.09	Niphargus_sp.	No
16245	8.73	47.09	Niphargus_sp.	No
16246	8.71	47.09	Niphargus_sp.	No
16247	8.73	47.09	Niphargus_sp.	No
16248	8.71	47.09	NA	No
16249	8.73	47.09	Niphargus_sp.	No
16250	8.71	47.09	NA	No
16251	8.92	47.12	NA	No
16252	8.92	47.12	NA	No
16253	8.91	47.12	NA	No
16254	8.91	47.12	NA	No
16255	8.44	47.08	NA	No
16256	8.44	47.08	NA	No
16257	8.44	47.08	NA	No
16258	8.44	47.08	NA	No
16259	8.44	47.08	NA	No
16260	8.44	47.08	NA	No
16261	8.44	47.08	NA	No
16262	8.44	47.08	NA	No
16263	9.22	47.38	NA	No
16264	9.22	47.38	NA	No
16265	9.22	47.38	NA	No
16266	9.22	47.38	NA	No
16267	9.22	47.38	NA	No
16268	9.22	47.38	NA	No
16269	9.22	47.38	NA	No
16270	9.22	47.38	NA	No
16271	9.22	47.38	NA	No
16272	9.22	47.38	NA	No
16273	9.22	47.38	NA	No
16274	9.22	47.38	NA	No
16275	9.22	47.38	NA	No
16276	9.22	47.38	NA	No
16277	9.31	47.35	NA	No
16278	9.33	47.36	Gammarus_sp.	No
16279	9.31	47.35	NA	No
16280	9.33	47.36	Gammarus_sp.	No
16281	9.31	47.35	NA	No
16282	9.31	47.35	NA	No
16283	9.33	47.36	Gammarus_sp.	No
16284	9.31	47.35	NA	No
16285	9.33	47.36	Gammarus_sp.	No
16286	9.33	47.36	Gammarus_sp.	No
16287	9.36	47.36	NA	No
16288	9.36	47.36	NA	No
16289	9.36	47.36	NA	No
16290	9.36	47.36	NA	No
16292	9.54	47.44	NA	No
16293	9.54	47.44	Niphargus_sp.	No
16294	9.54	47.44	NA	No
16295	9.54	47.44	NA	No
16296	9.54	47.44	Niphargus_sp.	No
16297	9.57	47.45	NA	No
16298	9.57	47.45	NA	No
16299	9.57	47.45	Gammarus_sp.	No
16300	9.57	47.45	Gammarus_sp.	No
16301	9.57	47.45	NA	No
16302	9.35	47.39	NA	No
16303	9.34	47.39	NA	No
16304	9.34	47.39	NA	No
16305	9.34	47.39	NA	No
16306	9.34	47.39	NA	No
16307	9.34	47.39	NA	No
16309	9.34	47.39	NA	No
16310	8.87	47.68	NA	No
16311	8.87	47.68	NA	No
16312	8.87	47.68	Niphargus_sp.	No
16313	8.87	47.68	NA	No
16314	8.87	47.68	NA	No
16315	8.63	47.70	NA	No
16316	8.57	47.73	NA	No
16317	8.63	47.70	NA	No
16318	8.57	47.73	NA	No
16319	8.63	47.70	NA	No
16320	8.57	47.73	NA	No
16321	8.63	47.70	NA	No
16322	8.57	47.73	NA	No
16323	8.64	47.14	NA	No
16324	8.65	47.13	NA	No
16325	8.65	47.13	NA	No
16326	8.64	47.14	NA	No
16327	8.65	47.13	NA	No
16328	8.65	47.13	NA	No
16329	8.55	47.12	NA	No
16330	8.55	47.11	NA	No
16331	8.56	47.12	NA	No
